taxon	rank	trait_id	trait_name	mean_value	unit	sd	n	origin
Rubiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	23.74172383	mm^2/mg	15.75158517	2126	global mean
Rubiaceae	family	3106	Plant height vegetative	2.559744406	m	5.300661171	2583	global mean
Rubiaceae	family	26	Seed dry mass	69.87412402	mg	349.798395	1046	global mean
Rubiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.608236128	g/cm^3	0.483866919	810	global mean
Brassicaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1597.697041	mm^2	4136.546362	302	global mean
Brassicaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	39.30508292	mg/g	12.04541502	456	global mean
Brassicaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	30.69904249	mm^2/mg	15.55087208	905	global mean
Brassicaceae	family	3106	Plant height vegetative	0.320740353	m	0.28096039	2387	global mean
Brassicaceae	family	26	Seed dry mass	2.546603483	mg	7.402331871	1922	global mean
Brassicaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.109389045	g/cm^3	0.144883004	23	global mean
Lamiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1189.18265	mm^2	1869.140958	826	global mean
Lamiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	22.06888023	mg/g	8.531946281	535	global mean
Lamiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	26.66548358	mm^2/mg	35.43586048	1287	global mean
Lamiaceae	family	3106	Plant height vegetative	0.908333674	m	7.319976487	1926	global mean
Lamiaceae	family	26	Seed dry mass	16.65750338	mg	111.9367538	1953	global mean
Lamiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.463063585	g/cm^3	0.204998999	262	global mean
Fabaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	9354.622694	mm^2	22411.93754	2444	global mean
Fabaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	29.44562896	mg/g	22.915206	6221	global mean
Fabaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	21.00615677	mm^2/mg	19.42954659	4331	global mean
Fabaceae	family	3106	Plant height vegetative	4.388813765	m	8.173635919	7807	global mean
Fabaceae	family	26	Seed dry mass	450.0923758	mg	4005.84084	9554	global mean
Fabaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.653008235	g/cm^3	0.250730584	4120	global mean
Campanulaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1036.445208	mm^2	1159.342826	128	global mean
Campanulaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	26.36159119	mg/g	7.946018628	141	global mean
Campanulaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	33.20416221	mm^2/mg	16.79065023	259	global mean
Campanulaceae	family	3106	Plant height vegetative	0.306821428	m	0.282915259	762	global mean
Campanulaceae	family	26	Seed dry mass	0.12118762	mg	0.166916975	522	global mean
Campanulaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.300491075	g/cm^3	0.562440867	5	global mean
Isoetaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Isoetaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Isoetaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Isoetaceae	family	3106	Plant height vegetative	0.242647059	m	0.201910104	17	global mean
Isoetaceae	family	26	Seed dry mass	NA	mg	NA	0	global mean
Isoetaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Potamogetonaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	515.6705785	mm^2	444.4878038	3	global mean
Potamogetonaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	33.59648782	mg/g	11.69118284	9	global mean
Potamogetonaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	67.10123638	mm^2/mg	23.79380687	73	global mean
Potamogetonaceae	family	3106	Plant height vegetative	0.906417778	m	0.956408171	99	global mean
Potamogetonaceae	family	26	Seed dry mass	2.714557303	mg	1.810858626	89	global mean
Potamogetonaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Urticaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	34357.44454	mm^2	59987.57561	109	global mean
Urticaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	26.12509852	mg/g	8.728825129	494	global mean
Urticaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	25.78785233	mm^2/mg	17.8830189	276	global mean
Urticaceae	family	3106	Plant height vegetative	7.087901359	m	10.28757915	502	global mean
Urticaceae	family	26	Seed dry mass	17.89369638	mg	81.88665566	164	global mean
Urticaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.39702456	g/cm^3	1.057984236	290	global mean
Malvaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	25896.61557	mm^2	48316.53462	340	global mean
Malvaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	23.18717001	mg/g	6.972470848	1007	global mean
Malvaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	16.81682313	mm^2/mg	9.491932442	741	global mean
Malvaceae	family	3106	Plant height vegetative	8.089299118	m	11.50456412	1295	global mean
Malvaceae	family	26	Seed dry mass	424.0854241	mg	2476.593764	1487	global mean
Malvaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.458986174	g/cm^3	0.180504115	1075	global mean
Scrophulariaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	4972.692613	mm^2	3631.669474	34	global mean
Scrophulariaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	18.03812499	mg/g	5.110992851	96	global mean
Scrophulariaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	13.56695114	mm^2/mg	7.742469914	144	global mean
Scrophulariaceae	family	3106	Plant height vegetative	1.6443867	m	2.064179926	364	global mean
Scrophulariaceae	family	26	Seed dry mass	9.479024069	mg	46.85593126	400	global mean
Scrophulariaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.522005774	g/cm^3	0.285260353	26	global mean
Orobanchaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	200.0852813	mm^2	134.5925213	32	global mean
Orobanchaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	27.15030558	mg/g	10.90339087	158	global mean
Orobanchaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	23.52013784	mm^2/mg	8.214369426	146	global mean
Orobanchaceae	family	3106	Plant height vegetative	0.289981648	m	0.270224034	869	global mean
Orobanchaceae	family	26	Seed dry mass	4.04694002	mg	51.63697829	543	global mean
Orobanchaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.352049465	g/cm^3	0.048207362	7	global mean
Ptilidiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Ptilidiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Ptilidiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Ptilidiaceae	family	3106	Plant height vegetative	NA	m	NA	0	global mean
Ptilidiaceae	family	26	Seed dry mass	NA	mg	NA	0	global mean
Ptilidiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Nartheciaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Nartheciaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	24.7	mg/g	7.353910524	2	global mean
Nartheciaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Nartheciaceae	family	3106	Plant height vegetative	0.327857143	m	0.305133899	7	global mean
Nartheciaceae	family	26	Seed dry mass	0.066454118	mg	0.034716396	17	global mean
Nartheciaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Hypericaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1903.956938	mm^2	3227.068311	179	global mean
Hypericaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	18.53733145	mg/g	5.857763877	119	global mean
Hypericaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	39.17407419	mm^2/mg	90.25930011	254	global mean
Hypericaceae	family	3106	Plant height vegetative	1.844712061	m	3.453664928	318	global mean
Hypericaceae	family	26	Seed dry mass	0.386345235	mg	1.278631419	235	global mean
Hypericaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.586927208	g/cm^3	0.138192761	45	global mean
Oleaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	11505.90889	mm^2	11096.40348	221	global mean
Oleaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	20.67099152	mg/g	6.666954299	377	global mean
Oleaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	26.36701853	mm^2/mg	20.42540086	467	global mean
Oleaceae	family	3106	Plant height vegetative	7.135037898	m	9.924661706	805	global mean
Oleaceae	family	26	Seed dry mass	76.83835752	mg	132.7204704	368	global mean
Oleaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.609830868	g/cm^3	0.212870779	142	global mean
Onagraceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	979.0760417	mm^2	1016.756072	119	global mean
Onagraceae	family	14	Leaf nitrogen (N) content per leaf dry mass	20.97862776	mg/g	8.024674914	175	global mean
Onagraceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	28.7142021	mm^2/mg	17.11223197	209	global mean
Onagraceae	family	3106	Plant height vegetative	0.752262044	m	1.165929901	450	global mean
Onagraceae	family	26	Seed dry mass	1.851006359	mg	19.55605605	581	global mean
Onagraceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.259578618	g/cm^3	0.255275966	9	global mean
Sapindaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	10546.6458	mm^2	21940.10257	2711	global mean
Sapindaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	21.91325942	mg/g	5.548743334	1535	global mean
Sapindaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	28.76004586	mm^2/mg	10.72776318	2327	global mean
Sapindaceae	family	3106	Plant height vegetative	8.939556088	m	8.501067123	1546	global mean
Sapindaceae	family	26	Seed dry mass	1464.15423	mg	4007.776841	888	global mean
Sapindaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.632493754	g/cm^3	0.197866568	589	global mean
Haloragaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	17.7692	mm^2	NA	1	global mean
Haloragaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	13.0666	mg/g	NA	1	global mean
Haloragaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	36.33179719	mm^2/mg	23.45571108	15	global mean
Haloragaceae	family	3106	Plant height vegetative	0.7845775	m	0.879782347	40	global mean
Haloragaceae	family	26	Seed dry mass	3.062867391	mg	11.43727543	46	global mean
Haloragaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Dennstaedtiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	17213.72996	mm^2	25875.4246	56	global mean
Dennstaedtiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	21.71091112	mg/g	5.62971708	35	global mean
Dennstaedtiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	20.20922343	mm^2/mg	12.55270963	74	global mean
Dennstaedtiaceae	family	3106	Plant height vegetative	0.724896	m	0.646013398	80	global mean
Dennstaedtiaceae	family	26	Seed dry mass	0.5005	mg	0.706399674	2	global mean
Dennstaedtiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Dryopteridaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	3129.295686	mm^2	9337.690849	51	global mean
Dryopteridaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	18.23576006	mg/g	8.102579935	80	global mean
Dryopteridaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	31.7116377	mm^2/mg	22.18775406	161	global mean
Dryopteridaceae	family	3106	Plant height vegetative	0.718116431	m	0.638464996	132	global mean
Dryopteridaceae	family	26	Seed dry mass	0.5005	mg	0.706399674	2	global mean
Dryopteridaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Caprifoliaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	2019.771738	mm^2	3142.224036	252	global mean
Caprifoliaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	18.76733379	mg/g	6.299306667	181	global mean
Caprifoliaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	22.83543128	mm^2/mg	12.08477599	656	global mean
Caprifoliaceae	family	3106	Plant height vegetative	0.956491412	m	1.415441512	826	global mean
Caprifoliaceae	family	26	Seed dry mass	6.75816998	mg	20.05519607	435	global mean
Caprifoliaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.262629789	g/cm^3	0.265702322	13	global mean
Ulmaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	3752.716688	mm^2	2159.227402	39	global mean
Ulmaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	22.82056911	mg/g	5.866403652	170	global mean
Ulmaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	25.08125697	mm^2/mg	8.592446364	156	global mean
Ulmaceae	family	3106	Plant height vegetative	15.83379178	m	14.83039747	254	global mean
Ulmaceae	family	26	Seed dry mass	30.7409795	mg	110.8535746	154	global mean
Ulmaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	0.56857196	g/cm^3	0.205585057	108	global mean
Diapensiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Diapensiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	13.55	mg/g	0	1	global mean
Diapensiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	8.875	mm^2/mg	1.129101167	4	global mean
Diapensiaceae	family	3106	Plant height vegetative	0.0408125	m	0.012785442	8	global mean
Diapensiaceae	family	26	Seed dry mass	0.12	mg	0	1	global mean
Diapensiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Hypnaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Hypnaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Hypnaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	global mean
Hypnaceae	family	3106	Plant height vegetative	NA	m	NA	0	global mean
Hypnaceae	family	26	Seed dry mass	NA	mg	NA	0	global mean
Hypnaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Montiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	1194.99375	mm^2	1755.560411	16	global mean
Montiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	26.25055556	mg/g	6.17388129	6	global mean
Montiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	39.42535823	mm^2/mg	19.84988152	46	global mean
Montiaceae	family	3106	Plant height vegetative	0.173164889	m	0.136941412	45	global mean
Montiaceae	family	26	Seed dry mass	0.46257327	mg	0.539109924	114	global mean
Montiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	global mean
Ruppiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	global mean
Ruppiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	global mean
Ruppiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	48.91625	mm^2/mg	13.46135803	8	global mean
